smiles,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,LUMO
CC(C)(C1=CN=CC=C1)O,9.448981481,-0.769583333,9.448981481,0.769583333,0.632661563,137.182,126.094,137.084064,54,0,0.085486326,-0.385695573,0.385695573,0.085486326,1.5,2.2,2.5,16.28139338,10.01118656,2.139549596,-2.155421916,2.162794973,-2.146297775,5.146619266,0.078213516,2.966043179,200.247618,7.612884175,6.203828268,6.203828268,4.605171716,3.234021513,3.234021513,2.800717394,2.800717394,1.367986651,1.367986651,0.724660295,0.724660295,-0.89,165.6373293,7.219769484,2.385364064,1.54435322,60.5401112,5.106527395,0,0,0,0,0,4.983978521,0,0,0,6.066367068,19.91384147,17.95713863,5.601050811,5.106527395,0,0,4.983978521,0,19.44852521,0,30.08987277,0,0,0,0,0,0,10.09050592,5.601050811,0,19.41092589,24.52642128,0,0,0,33.12,5.601050811,5.106527395,0,0,0,5.563451492,0,26.24116154,12.13273414,4.983978521,0,0,0,3.891134259,9.448981481,0.073009259,0,3.666967593,3.356388889,3.480185185,0,0.375,10,1,2,0,0,0,0,1,1,2,1,2,1,0,0,0,1,1.309,39.4818,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.622478836
CSCC1=CC=CC=N1,4.147638889,1.014722222,4.147638889,1.014722222,0.620760461,139.223,130.151,139.0455703,48,0,0.050196486,-0.260432513,0.260432513,0.050196486,1.555555556,2.444444444,3,32.16636305,10.38676753,1.860546127,-1.921361522,2.030219845,-1.814234768,7.973374952,1.177781078,2.61489994,161.8269363,6.527097737,5.371969744,6.188466325,4.431851653,2.820957638,4.214804488,1.754087665,2.620113068,1.018368096,1.602809343,0.631387935,1.097914691,-0.5,145.1665367,6.617647059,3.511080332,2.057823129,59.50404535,0,0,0,0,0,0,4.983978521,0,11.76188495,0,6.066367068,18.38850332,11.94969718,5.693927995,0,11.76188495,0,4.983978521,0,5.752853607,6.255769184,30.08987277,0,0,0,0,0,11.76188495,11.2397477,5.752853607,0,5.693927995,24.39594478,0,0,0,12.89,0,0,0,0,0,11.4467816,0,11.76188495,24.39594478,11.2397477,0,0,1.792222222,4.147638889,0,1.157407407,1.014722222,5.985,3.903009259,0,0,0.285714286,9,0,1,0,0,0,0,1,1,2,0,2,2,0,0,0,1,1.9446,41.456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.765418219
C1=CC=NC(=C1)SC2=NC=CC=N2,4.156982237,0.723333333,4.156982237,0.723333333,0.677382005,189.243,182.187,189.0360682,64,0,0.1933488,-0.249488385,0.249488385,0.1933488,0.846153846,1.615384615,2.307692308,32.16660724,10.51260973,1.974255799,-1.957466361,2.198216291,-1.836776466,7.986598039,0.960101659,2.161475751,325.6339862,8.932875131,6.791340961,7.607837542,6.449489743,3.809007154,4.625503735,2.301402792,3.288951756,1.375694565,2.219717503,0.839112755,1.513468539,-1.42,1589.71823,8.190654609,4.000200679,2.256154435,80.27055129,0,5.025959979,5.156436482,0,0,0,0,14.95193556,0,0,6.066367068,29.96098615,18.59053071,0,0,11.76188495,0,14.95193556,0,10.18239646,0,42.85599899,0,0,0,0,0,11.76188495,14.95193556,0,0,0,53.03839545,0,0,0,38.67,0,0,0,0,0,10.18239646,11.76188495,24.65689778,18.19910121,14.95193556,0,0,1.454259259,12.32872449,1.634166667,0,0,7.553266251,5.19625,0,0,0,13,0,3,0,0,0,0,2,2,4,0,4,2,0,0,0,2,2.0228,50.392,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.47674097
CCCCNC(=O)NC1=CC=CC=N1,11.22505385,-0.197083333,11.22505385,0.197083333,0.718468655,193.25,178.13,193.1215121,76,0,0.319903552,-0.337831604,0.337831604,0.319903552,1.5,2.357142857,3,16.16153551,10.33313054,1.989022747,-2.048178303,1.981485556,-2.292088588,5.875166727,0.251621268,2.273013592,273.9554167,10.22576835,8.286183306,8.286183306,6.825698503,4.785265139,4.785265139,2.949432132,2.949432132,1.722381043,1.722381043,0.975910449,0.975910449,-1.58,1641.966353,10.5005153,5.96308529,3.888667202,83.73700814,5.316788604,5.817862778,0,0,0,6.031114512,5.316788604,9.778515705,0,0,19.41092589,18.55355576,12.74159998,0,4.794537184,11.84897729,0,10.30076712,0,19.76538045,11.86154501,24.39594478,0,0,10.63357721,10.61239996,0,0,17.55984944,0,0,19.76538045,24.39594478,0,0,0,54.02,0,4.794537184,0,6.031114512,12.36261918,12.84164325,0,18.32957771,6.066367068,22.54129293,0,0,0,15.20006039,5.381658163,0,0.570831916,5.186076074,3.709485623,2.785221167,0,0.4,14,2,4,0,0,0,0,1,1,2,2,4,4,0,0,0,1,2.0032,56.1664,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.602560384
C1=CC(=NC=C1C(Cl)Cl)Cl,5.537839506,-0.523364198,5.537839506,0.442345679,0.496416351,196.464,192.432,194.9409322,54,0,0.133787236,-0.24419326,0.24419326,0.133787236,1.3,2,2.4,35.53922168,10.3162911,2.011573158,-1.97668016,2.234028523,-1.818805908,6.435721163,1.226205907,2.893762784,206.737843,7.560477932,4.890508091,7.158294929,4.698377303,2.595257576,3.84609361,1.714952539,3.198465939,1.00224094,1.729771736,0.516339995,0.886294905,0.02,180.9125147,8.119800399,3.422420004,2.01072448,73.9257919,0,9.989379507,0,0,0,0,0,4.983978521,0,23.20187978,17.66730696,6.066367068,11.76029506,0,0,34.80281967,0,4.983978521,0,4.83626969,0,29.04613902,0,0,0,0,0,34.80281967,4.983978521,0,0,10.39972118,18.32957771,5.153109817,0,0,12.89,4.83626969,0,0,0,5.153109817,5.563451492,0,18.32957771,0,4.983978521,34.80281967,0,16.59475309,3.273549383,0.442345679,0.757160494,0,3.383580247,1.548611111,0,0,0.166666667,10,0,1,0,0,0,0,1,1,1,0,4,1,0,0,0,1,3.2112,43.694,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.624088535
CC1=C2N(CCS2)C(=O)C=C1,11.21291667,0.134814815,11.21291667,0.134814815,0.580068671,167.233,158.161,167.0404849,58,0,0.250912655,-0.302119465,0.302119465,0.250912655,1.545454545,2.363636364,3.090909091,32.16655607,10.29973774,2.126841097,-2.020191397,2.254345297,-2.174495518,7.990274897,0.685442835,2.739115507,342.4355617,7.844934983,6.332624277,7.149120858,5.2876937,3.621048389,4.606646949,2.659835943,3.743457699,1.878107537,3.080604693,1.3076069,2.407625962,-0.7,571.3332481,6.976638734,2.411370394,0.996595548,69.2346499,4.567099648,0,0,0,5.559266895,0,4.794537184,0,0,11.76188495,6.066367068,12.48718869,18.36397708,5.025959979,0,11.76188495,0,4.567099648,0,18.49445358,5.752853607,28.04998971,0,0,5.559266895,0,0,11.76188495,10.31995325,6.544756406,6.9237372,5.563451492,21.9532313,0,0,0,22,0,4.794537184,0,5.559266895,0,17.32356999,5.563451492,17.82825202,17.55720392,0,0,1.847222222,1.77162037,11.21291667,1.150462963,1.349722222,1.041759259,3.538888889,0,2.920740741,0,0.375,11,0,2,0,1,1,0,1,1,3,0,3,0,0,0,0,2,1.26242,46.163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.191215947
C1=CN=CC=C1C2=NC=C(N2)C#N,8.564237528,0.464640967,8.564237528,0.464640967,0.701890242,170.175,164.127,170.0592462,62,0,0.137907784,-0.32978203,0.32978203,0.137907784,1.307692308,2.076923077,2.692307692,14.90898001,10.24988156,2.004548227,-1.92193326,2.124572503,-1.800256162,5.540090084,1.262515704,2.432201591,438.1383033,9.096011838,6.728392132,6.728392132,6.398178148,3.754502335,3.754502335,2.493172951,2.493172951,1.650028077,1.650028077,1.034515096,1.034515096,-2.15,1913.566176,7.496620022,3.070889849,1.396250769,74.8944755,4.983978521,17.58755381,0,0,0,0,4.983978521,4.983978521,5.261891555,0,0,12.13273414,17.95713863,6.196843572,0,0,5.261891555,14.95193556,0,0,0,36.41719285,0,17.4570773,0,0,0,0,14.95193556,0,11.33111287,5.693927995,30.72326485,0,11.38785599,0,65.36,0,0,0,0,11.51833249,5.563451492,6.196843572,12.39368714,18.20195545,14.95193556,5.261891555,0,0,10.82172784,8.564237528,1.391955782,0.693472222,5.650071098,4.878535525,0,0,0,13,1,4,0,0,0,0,2,2,3,1,4,1,0,0,0,2,1.34338,46.5337,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.03021271
CC1=CSC2=CC=CC(=O)N12,11.23027778,0.056712963,11.23027778,0.056712963,0.581522769,165.217,158.161,165.0248348,56,0,0.255429178,-0.271611107,0.271611107,0.255429178,1.454545455,2.272727273,3,32.13345204,10.44314599,1.977541942,-1.91034264,2.113072428,-2.098632924,7.151782451,1.057167187,3.084290851,440.5339385,7.844934983,6.073111253,6.889607834,5.2876937,3.347463015,4.227115826,2.414752593,3.30443356,1.621310702,2.640422316,1.108394379,2.001613645,-1.09,526.0682377,6.609666717,2.202370148,0.886235298,67.72687856,0,4.83039642,0,0,5.559266895,0,9.19523179,0,0,11.33678588,6.066367068,12.99010427,17.14035783,0,0,16.1671823,0,4.400694606,0,6.9237372,0,39.62689605,0,0,5.559266895,0,0,11.33678588,4.400694606,0,6.9237372,5.693927995,28.37370116,0,4.83039642,0,21.48,0,4.794537184,0,5.559266895,0,10.52432441,0,27.87021462,18.37016704,0,0,1.712962963,1.591064815,12.23953704,1.98287037,1.066527778,0,5.304953704,0,1.935416667,0,0.125,11,0,2,0,0,0,0,2,2,3,0,3,0,0,0,0,2,1.66942,46.281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.261175428
C1=CC2=C(C=C(S2)C=O)N=C1,10.35875756,0.734907407,10.35875756,0.734907407,0.602482283,163.201,158.161,163.0091848,54,0,0.159597147,-0.296989372,0.296989372,0.159597147,1.545454545,2.454545455,3.181818182,32.1335313,10.36960593,1.982809088,-1.810906141,2.20901808,-1.67162527,7.19956124,0.112158059,2.777830243,360.6463177,7.681798276,5.650461522,6.466958103,5.398178148,3.197123443,4.013620024,2.153398278,3.26875335,1.422678185,2.43759081,0.946722652,1.782132932,-1.22,637.1534549,6.487694108,2.432791231,1.031576236,67.49954312,0,0,6.286160523,0,0,0,9.778515705,0,0,11.33678588,0,18.19910121,6.196843572,15.09376783,4.794537184,27.83956704,0,4.983978521,0,0,0,29.27309197,0,0,0,0,0,11.33678588,11.27013904,0,0,9.671684378,24.39594478,0,10.21662063,0,29.96,0,4.794537184,0,0,0,21.37992835,11.33678588,12.26321064,12.13273414,4.983978521,0,1.064444444,1.466712963,15.19500756,0,0.902407407,0,5.625412887,2.579348073,0,0,0,11,0,2,0,0,0,0,2,2,3,0,3,1,0,0,0,2,2.1088,45.0075,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2.571738821
COC1=CC=CC=C1C2=CC=CC=N2,5.259732615,0.852962963,5.259732615,0.852962963,0.717291386,185.226,174.138,185.084064,70,0,0.127751508,-0.496053826,0.496053826,0.127751508,1,1.785714286,2.5,16.46581497,10.11409086,2.033239138,-2.058995996,2.266359106,-1.880775956,5.661416926,0.416059195,2.513020982,411.6767229,9.803118619,7.974264039,7.974264039,6.9150149,4.460203527,4.460203527,2.915261463,2.915261463,2.047820349,2.047820349,1.3783299,1.3783299,-1.83,2595.035253,8.754379607,3.918812536,1.592969852,83.18663265,4.736862954,5.749511833,0,0,0,0,4.983978521,0,0,0,18.19910121,24.26546827,11.76029506,12.80372554,4.736862954,0,0,4.983978521,0,0,7.109797541,48.66141305,0,17.00689132,4.736862954,0,5.749511833,0,12.09377606,0,0,0,48.66141305,0,11.25737949,0,22.12,0,0,0,0,0,17.00689132,0,13.30664111,42.46456948,4.983978521,4.736862954,5.259732615,0,4.277592593,0,1.958842593,0.852962963,13.70290627,1.779537037,0,1.668425926,0.083333333,14,0,2,0,0,0,1,1,2,2,0,2,2,0,0,0,2,2.7572,56.225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.990970198
C1=CC=NC(=C1)C2=CC3=C(C=C2)NC=C3,4.329964097,1.014444444,4.329964097,1.014444444,0.632617312,194.237,184.157,194.0843983,72,0,0.07016767,-0.361175697,0.361175697,0.07016767,1,2,2.866666667,14.67052665,10.09720868,1.994256379,-1.994147909,2.21165731,-1.805194211,5.837756827,1.328606722,2.193194615,581.5529818,10.08757567,8.143366018,8.143366018,7.43265299,4.919198296,4.919198296,3.494678439,3.494678439,2.513952426,2.513952426,1.746135372,1.746135372,-2.09,7008.975607,8.237481995,3.242300005,1.399467725,87.59897026,4.983978521,0,0,0,0,0,4.983978521,0,0,0,12.13273414,30.33183534,28.86006357,5.693927995,0,10.90292493,0,9.967957042,0,0,0,54.85825662,0,11.25737949,0,0,0,0,9.967957042,0,0,0,54.85825662,0,22.16030442,0,28.68,0,0,0,0,0,16.7740802,5.386224214,0,30.59278835,34.23342532,0,0,0,7.507780455,1.220512094,3.331464002,0,14.33953176,3.767378354,0,0,0,15,1,2,0,0,0,1,2,3,1,1,2,1,0,0,0,3,3.2299,61.5297,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.953446229
C1=CC(=CN=C1)NC(=O)CC#N,10.85106859,-0.314351852,10.85106859,0.130065193,0.701274798,161.164,154.108,161.0589118,60,0,0.238134607,-0.323823875,0.323823875,0.238134607,1.75,2.583333333,3.166666667,16.1488632,10.35865638,1.985175083,-1.988614725,2.017420668,-2.093711761,5.912499302,-0.114817316,2.541829961,301.8290535,8.811554788,6.319183339,6.319183339,5.825698503,3.39525244,3.39525244,2.124767313,2.124767313,1.184907961,1.184907961,0.713685542,0.713685542,-1.89,585.3846826,8.208911968,4.085750092,2.385364064,69.84984141,5.316788604,6.420821623,0,5.907179729,0,0,9.778515705,0,5.261891555,0,0,12.13273414,6.196843572,17.95345116,4.794537184,11.594566,5.261891555,4.983978521,0,6.420821623,5.316788604,24.52642128,0,6.069221313,5.316788604,5.687386275,0,0,10.89115825,4.794537184,11.33111287,6.420821623,24.52642128,0,0,0,65.78,0,4.794537184,0,12.32800135,5.687386275,0,6.196843572,24.39879902,0,10.30076712,5.261891555,0,0,14.65129582,10.70711561,0.609027778,-0.314351852,5.17616095,3.004085018,0,0,0.125,12,1,4,0,0,0,0,1,1,3,1,4,2,0,0,0,1,0.93378,43.0967,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.46340758
C1=CC=C(C=C1)N2C3=C(C=CC=N3)C=N2,4.319722222,0.892314815,4.319722222,0.892314815,0.596648575,195.225,186.153,195.0796473,72,0,0.162371797,-0.236523826,0.236523826,0.162371797,0.933333333,1.8,2.666666667,15.29468767,10.29394182,2.03029913,-2.004489814,2.142649816,-1.957289912,5.752544096,0.896955433,2.283954953,583.8842606,10.08757567,8.037793209,8.037793209,7.449489743,4.791918711,4.791918711,3.308158055,3.308158055,2.330545518,2.330545518,1.619918095,1.619918095,-2.16,7018.761652,8.173359973,3.203427043,1.287491177,86.9970433,0,0,5.647177221,0,0,0,0,9.665781456,5.098681808,0,18.19910121,24.26546827,11.58306779,11.88422985,0,11.03340144,0,14.76446326,0,0,0,54.85825662,0,5.687386275,0,0,0,0,14.76446326,0,0,0,54.85825662,0,16.72078771,0,30.71,0,0,0,0,0,16.72078771,0,6.196843572,53.34321599,10.08266033,0,1.842592593,0,4.318000756,5.376530612,1.925833333,0,13.9271353,3.609907407,0,0,0,15,0,3,0,0,0,1,2,3,3,0,3,1,0,0,0,3,2.4205,58.865,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.526591522
C1CN(C2=C1C=CC=N2)C(=S)N,5.529936697,0.409675926,5.529936697,0.409675926,0.594879822,179.248,170.176,179.0517183,62,0,0.171497192,-0.375839417,0.375839417,0.171497192,1.666666667,2.5,3.25,32.09204627,10.22508189,2.205048486,-2.140359926,2.233791833,-2.336762498,7.800598651,1.016613587,2.423580077,323.833941,8.552041764,6.526290121,7.342786702,5.7876937,3.796941521,4.205189811,2.726008236,3.144284682,1.993956649,2.214343186,1.421172283,1.598927752,-1.16,924.5358283,7.487142075,2.711536496,1.041578943,76.1985509,10.63357721,5.817862778,5.112436885,0,0,0,0,4.983978521,0,0,6.066367068,30.26851363,12.74159998,0,0,23.14817311,0,4.983978521,5.733667477,6.420821623,11.44466614,23.8930292,0,0,10.63357721,5.817862778,0,12.21787344,16.64117181,6.420821623,0,5.563451492,18.32957771,0,0,0,42.15,0,0,0,0,5.112436885,18.78344081,5.563451492,6.196843572,10.9662768,11.05034559,17.95154092,0,4.895171013,6.086111111,0.409675926,6.757066327,0.921296296,3.988595994,2.745972222,0.862777778,0,0.25,12,2,3,0,1,1,0,1,1,2,1,4,0,0,0,0,2,0.6877,52.0724,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.161664801
C1=CC(=CN=C1)C2=NOC(=N2)CCl,5.515834296,0.229426729,5.515834296,0.229426729,0.68687982,195.609,189.561,195.0199395,66,0,0.241385388,-0.337651525,0.337651525,0.241385388,1.461538462,2.384615385,3,35.49566308,10.26533001,2.058114075,-1.885879425,2.134340829,-1.813806332,6.161943698,0.390694682,2.361712618,387.2974796,9.096011838,6.644361408,7.400290354,6.398178148,3.688748072,4.223270556,2.387053946,2.654315188,1.502140391,1.730772197,0.921426354,1.029982788,-1.42,1913.566176,8.190654609,3.532219091,1.672466251,79.56133518,4.523094937,5.880003445,0,11.71512842,0,0,4.983978521,0,4.983978521,11.60093989,5.156663257,12.13273414,17.95713863,0,4.523094937,11.60093989,0,15.1246203,0,5.880003445,0,30.4171452,0,11.38785599,0,0,0,11.60093989,15.1246203,5.880003445,0,5.890723922,29.04951622,0,11.38785599,0,51.81,0,0,0,5.880003445,11.71512842,5.563451492,0,12.39368714,12.13273414,15.1246203,16.12403483,4.847371504,5.515834296,7.990751134,3.746712963,0.821867284,1.163935736,3.668578515,3.35605968,0,0,0.125,13,0,4,0,0,0,0,2,2,4,0,5,2,0,0,0,2,1.8704,47.086,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.730810077
C[C@H](C1=CC=CC=N1)N,5.551203704,0.047407407,5.551203704,0.047407407,0.605433573,122.171,112.091,122.0843983,48,0,0.056764317,-0.322890533,0.322890533,0.056764317,1.555555556,2.333333333,2.666666667,14.74597895,10.21876978,1.950590966,-2.001851037,2.017027639,-2.055761223,5.059036297,0.780998147,2.848234051,169.530842,6.690234444,5.411315211,5.411315211,4.304530453,2.969839559,2.969839559,2.043278181,2.043278181,1.15429665,1.15429665,0.6453166,0.6453166,-0.89,129.2253387,6.233304562,2.596867015,1.504122761,54.72082603,5.733667477,0,0,0,0,0,4.983978521,0,0,0,6.066367068,19.05647134,12.2386844,5.693927995,0,0,0,4.983978521,5.733667477,12.96557803,0,30.08987277,0,0,5.733667477,0,0,0,4.983978521,0,0,18.65950602,24.39594478,0,0,0,38.91,0,0,0,6.041840829,0,5.693927995,0,6.196843572,25.12283841,4.983978521,5.733667477,0,0,4.053240741,0,6.493333333,0,5.785740741,1.748703704,1.918981481,0,0.285714286,9,2,2,0,0,0,0,1,1,2,1,2,1,0,0,0,1,1.1013,36.8394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.85796283
